,formula,classifier,rel_l2_distance,success,estimated_formula,training_time
0,-0.646*sin(0.489*x0**2 - 0.335) - 1.402*sqrt(Abs(2.005*x0**2 + 0.162*x0 - 2.645)),False,0.03099281132409869,False,0.007*x0**2 - 0.001*x0*sin(0.488*x0**2 - 0.279) + 0.002*x0*sqrt(Abs(0.591*x0**2 + 0.014*x0 + 0.877)) - 0.021*x0 - 0.114*sin(0.488*x0**2 - 0.279)*sqrt(Abs(0.591*x0**2 + 0.014*x0 + 0.877)) + 0.002*sin(0.488*x0**2 - 0.279) - 2.841*sqrt(Abs(0.591*x0**2 + 0.014*x0 + 0.877)) + 1.493,11.044775485992432
1,-0.646*sin(0.489*x0**2 - 0.335) - 1.402*sqrt(Abs(2.005*x0**2 + 0.162*x0 - 2.645)),True,1.0538322013735093e-07,True,-0.646*sin(0.489*x0**2 - 0.335) - 2.59*sqrt(Abs(0.588*x0**2 + 0.047*x0 - 0.775)),14.126284122467041
2,0.662*x0*sin(2.396*x0**2),False,0.5972111736297656,False,-0.532*x0*sin(2.378*x0**2 - 0.378*x0 + 1.369) - 0.002*x0*sqrt(Abs(0.034*x0**2 + 0.206*x0 + 0.249)) - 0.003*x0 + 0.332*sin(2.378*x0**2 - 0.378*x0 + 1.369)*sqrt(Abs(0.034*x0**2 + 0.206*x0 + 0.249)) + 0.651*sin(2.378*x0**2 - 0.378*x0 + 1.369) + 0.006*sqrt(Abs(0.034*x0**2 + 0.206*x0 + 0.249)) - 0.044,9.17142128944397
3,0.662*x0*sin(2.396*x0**2),True,0.959471760522971,False,-0.191*x0*sin(1.01*x0**2),2.2169570922851562
4,-2.814*x0*sin(1.989*x0**2 - 2.091*x0 + 3.974) + 1.703*sin(1.989*x0**2 - 2.091*x0 + 3.974),False,0.7465377454206868,False,-2.461*x0*sin(1.817*x0**2 + 0.559*x0 + 6.766) + 0.067*x0*sqrt(Abs(0.027*x0**2 - 0.655*x0 + 1.878)) - 0.087*x0 - 9.467*sin(1.817*x0**2 + 0.559*x0 + 6.766)*sqrt(Abs(0.027*x0**2 - 0.655*x0 + 1.878)) + 12.162*sin(1.817*x0**2 + 0.559*x0 + 6.766) + 0.11*sqrt(Abs(0.027*x0**2 - 0.655*x0 + 1.878)) - 0.038,10.389684200286865
5,-2.814*x0*sin(1.989*x0**2 - 2.091*x0 + 3.974) + 1.703*sin(1.989*x0**2 - 2.091*x0 + 3.974),True,0.7359011612192684,False,-1.212*x0*sin(-1.849*x0**2 + 0.028*x0 + 0.071) - 3.008*sin(-1.849*x0**2 + 0.028*x0 + 0.071)*sqrt(Abs(-0.536*x0**2 + 1.146*x0 + 0.356)) + 4.946*sin(-1.849*x0**2 + 0.028*x0 + 0.071),9.654678583145142
6,-4.552*x0 + 4.581*sin(-5.523*x0**2 + 3.47*x0 + 0.942),False,0.11733702538957283,False,-0.005*x0**2 - 0.06*x0*sin(1.314*x0**2 + 0.734*x0 + 0.001) + 0.05*x0*sqrt(Abs(0.061*x0**2 + 0.305*x0 + 0.005)) - 4.671*x0 + 0.821*sin(1.314*x0**2 + 0.734*x0 + 0.001)*sqrt(Abs(0.061*x0**2 + 0.305*x0 + 0.005)) + 0.016*sin(1.314*x0**2 + 0.734*x0 + 0.001) + 0.001*sqrt(Abs(0.061*x0**2 + 0.305*x0 + 0.005)),9.534305095672607
7,-4.552*x0 + 4.581*sin(-5.523*x0**2 + 3.47*x0 + 0.942),True,0.1190032295582056,False,-4.586*x0 + 0.935*sin(-1.214*x0**2 + 0.521*x0 + 0.425),8.19581913948059
8,0.944*x0*sin(2.042*x0**2 + 5.451*x0 + 3.97) + 0.548*x0,False,0.5870351036008977,False,0.012*x0**2 - 0.754*x0*sin(1.728*x0**2 + 0.625*x0 - 4.646) - 0.017*x0*sqrt(Abs(0.121*x0**2 + 0.782*x0 + 1.112)) + 0.626*x0 + 1.796*sin(1.728*x0**2 + 0.625*x0 - 4.646)*sqrt(Abs(0.121*x0**2 + 0.782*x0 + 1.112)) - 2.31*sin(1.728*x0**2 + 0.625*x0 - 4.646) - 0.162*sqrt(Abs(0.121*x0**2 + 0.782*x0 + 1.112)) + 0.031,7.807590961456299
9,0.944*x0*sin(2.042*x0**2 + 5.451*x0 + 3.97) + 0.548*x0,True,0.6460779589380156,False,0.53*x0*sin(1.732*x0**2 + 0.613*x0 + 4.554) + 0.56*x0,4.880344867706299
10,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),False,6.910625144126439e-08,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),13.316576480865479
11,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),True,7.716679345637804e-08,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),12.731356382369995
12,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),False,0.002813284319938854,False,4.771*x0**2,13.586442232131958
13,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),True,0.00281328367634664,False,4.771*x0**2,8.875765800476074
14,-0.07*x0*sin(3.961*x0**2 - 0.584),False,0.7336858316953329,False,-0.015*x0**2 + 0.011*x0*sin(3.888*x0**2 + 0.952*x0 + 6.104) + 0.2*x0*sqrt(Abs(0.007*x0**2 + 0.125*x0 + 0.546)) - 0.112*x0 + 0.325*sin(3.888*x0**2 + 0.952*x0 + 6.104)*sqrt(Abs(0.007*x0**2 + 0.125*x0 + 0.546)) - 0.082*sin(3.888*x0**2 + 0.952*x0 + 6.104) - 0.528*sqrt(Abs(0.007*x0**2 + 0.125*x0 + 0.546)) + 0.36,11.173038244247437
15,-0.07*x0*sin(3.961*x0**2 - 0.584),True,0.919920445700511,False,-0.028*x0*sin(0.501*x0**2 - 2.156),4.664750576019287
16,4.126 - 0.441*sin(1.653*x0),False,0.030468822871973285,False,-0.04*x0**2 + 0.002*x0*sin(0.119*x0**2 + 0.228*x0 + 0.673) + 0.01*x0*sqrt(Abs(0.125*x0**2 + 0.249*x0 - 0.365)) - 0.099*x0 - 0.079*sin(0.119*x0**2 + 0.228*x0 + 0.673)*sqrt(Abs(0.125*x0**2 + 0.249*x0 - 0.365)) + 0.662*sin(0.119*x0**2 + 0.228*x0 + 0.673) + 1.39*sqrt(Abs(0.125*x0**2 + 0.249*x0 - 0.365)) + 2.905,10.102080345153809
17,4.126 - 0.441*sin(1.653*x0),True,3.83028774534825e-08,True,4.126 - 0.441*sin(1.653*x0),6.010991096496582
18,3.87200000000000,False,2.035984620308384e-06,True,-0.003*sin(0.001*x0**2 + 0.001)*sqrt(Abs(0.007*x0**2 + 0.001*x0 - 0.001)) + 0.002*sin(0.001*x0**2 + 0.001) + 3.872,15.962852954864502
19,3.87200000000000,True,0.0,True,3.87200000000000,4.637903690338135
20,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),False,0.7402269093864001,False,-0.008*x0**2 + 1.853*x0*sin(-2.391*x0**2 + 1.116*x0 + 0.058) + 0.011*x0*sqrt(Abs(0.805*x0**2 + 0.662*x0 - 0.007)) - 0.008*x0 + 2.874*sin(-2.391*x0**2 + 1.116*x0 + 0.058)*sqrt(Abs(0.805*x0**2 + 0.662*x0 - 0.007)) - 0.478*sin(-2.391*x0**2 + 1.116*x0 + 0.058) + 0.005*sqrt(Abs(0.805*x0**2 + 0.662*x0 - 0.007)) + 0.001,10.074941635131836
21,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),True,0.896041946643562,False,2.035*x0*sin(2.303*x0**2 + 0.364*x0 - 2.942),4.953994512557983
22,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),False,0.004181389072149571,False,0.003*x0**2 - 0.116*x0*sin(2.412*x0**2 + 0.391*x0 - 0.03) + 1.902*x0*sqrt(Abs(1.267*x0**2 - 0.005*x0 + 0.112)) + 0.048*x0 + 0.001*sin(2.412*x0**2 + 0.391*x0 - 0.03)*sqrt(Abs(1.267*x0**2 - 0.005*x0 + 0.112)) - 0.001*sin(2.412*x0**2 + 0.391*x0 - 0.03) + 0.078*sqrt(Abs(1.267*x0**2 - 0.005*x0 + 0.112)) + 0.029,10.863645315170288
23,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),True,0.006648427130020053,False,-0.001*x0*sin(0.024*x0**2 - 0.001*x0) + 2.209*x0*sqrt(Abs(0.944*x0**2 + 0.096*x0 + 0.124)),24.053741693496704
24,-0.862*x0**2,False,7.012490704910154e-08,True,-0.862*x0**2,23.185544729232788
25,-0.862*x0**2,True,6.923810929932519e-08,True,-0.862*x0**2,5.017386198043823
26,-2.979*sin(2.163*x0**2 + 2.653*x0),False,0.0022224701426401283,False,0.043*x0**2 + 0.337*x0*sin(2.163*x0**2 + 2.653*x0 + 9.424) + 0.313*x0*sqrt(Abs(0.019*x0**2 - 0.47*x0 + 2.949)) - 0.565*x0 + 2.461*sin(2.163*x0**2 + 2.653*x0 + 9.424)*sqrt(Abs(0.019*x0**2 - 0.47*x0 + 2.949)) - 1.244*sin(2.163*x0**2 + 2.653*x0 + 9.424) - 0.212*sqrt(Abs(0.019*x0**2 - 0.47*x0 + 2.949)) + 0.365,22.657576084136963
27,-2.979*sin(2.163*x0**2 + 2.653*x0),True,0.9950443898164821,False,-0.297*sin(1.04*x0**2 + 0.27*x0),12.591911315917969
28,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),False,0.002190722111200756,False,0.005 - 2.817*x0,25.022934198379517
29,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),True,0.0022071703633820064,False,-2.817*x0,15.543437004089355
