,formula,classifier,rel_l2_distance,success,estimated_formula,training_time
0,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),False,0.46765118401322586,False,0.104*x0**2 - 2.098*x0*sin(0.11*x0**2 + 0.252*x0 + 1.471) - 0.317*x0*sqrt(Abs(0.171*x0**2 - 1.615*x0 + 0.045)) + 0.058*x0 - 0.789*sin(0.11*x0**2 + 0.252*x0 + 1.471)*sqrt(Abs(0.171*x0**2 - 1.615*x0 + 0.045)) - 0.719*sin(0.11*x0**2 + 0.252*x0 + 1.471) - 4.79*sqrt(Abs(0.171*x0**2 - 1.615*x0 + 0.045)) + 6.853,7.671270132064819
1,5.997*sin(1.462*x0 - 4.439)*sqrt(Abs(1.079*x0 + 1.332)),True,3.6058094438188433e-07,True,-5.561*sin(1.462*x0 - 1.298)*sqrt(Abs(1.255*x0 + 1.548)),14.281936407089233
2,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,False,0.05154715022755411,False,0.604*x0**2 - 0.982*x0*sin(0.089*x0**2 + 0.543*x0 + 0.549) + 0.256*x0*sqrt(Abs(-1.015*x0**2 + 0.531*x0 + 0.24)) + 1.921*x0 - 0.363*sin(0.089*x0**2 + 0.543*x0 + 0.549)*sqrt(Abs(-1.015*x0**2 + 0.531*x0 + 0.24)) + 7.611*sin(0.089*x0**2 + 0.543*x0 + 0.549) - 2.95*sqrt(Abs(-1.015*x0**2 + 0.531*x0 + 0.24)) - 2.762,9.248092651367188
3,2.604*x0*sin(0.56*x0 + 2.795) + 3.827*x0,True,0.3064290461483974,False,2.179*x0*sin(0.944*x0 - 0.248) + 3.62244563274151*x0,6.295663833618164
4,-1.375*x0,False,7.022335261365199e-07,True,-1.375*x0,17.374953985214233
5,-1.375*x0,True,3.392629995712392e-08,True,-1.375*x0,2.2995991706848145
6,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),False,0.14286779343754533,False,0.001*x0**2 - 0.001*x0*sin(0.544*x0**2 + 0.101*x0 - 1.177) - 0.009*x0*sqrt(Abs(0.009*x0**2 - 0.28*x0 + 0.003)) + 0.027*x0 - 0.071*sin(0.544*x0**2 + 0.101*x0 - 1.177)*sqrt(Abs(0.009*x0**2 - 0.28*x0 + 0.003)) + 0.049*sin(0.544*x0**2 + 0.101*x0 - 1.177) + 0.504*sqrt(Abs(0.009*x0**2 - 0.28*x0 + 0.003)) + 0.011,12.047309398651123
7,-0.137*sin(7.051*x0**2 - 3.124*x0 + 2.104) + 0.203*sqrt(Abs(1.901*x0 + 0.553)),True,0.15032782214496973,False,-0.026*sin(3.147*x0**2 + 0.722*x0 + 0.779) + 0.574*sqrt(Abs(0.001*x0**2 + 0.245*x0 + 0.039)),15.218359231948853
8,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),False,0.9085368300401877,False,-0.031*x0**2 - 0.744*x0*sin(2.046*x0**2 + 0.504*x0 - 7.815) + 0.007*x0*sqrt(Abs(1.037*x0**2 + 0.767*x0 - 0.321)) + 0.025*x0 + 1.525*sin(2.046*x0**2 + 0.504*x0 - 7.815)*sqrt(Abs(1.037*x0**2 + 0.767*x0 - 0.321)) - 1.371*sin(2.046*x0**2 + 0.504*x0 - 7.815) + 0.112*sqrt(Abs(1.037*x0**2 + 0.767*x0 - 0.321)) + 0.44,10.937010765075684
9,-3.907*x0*sin(5.384*x0**2) + 2.681*sin(5.384*x0**2)*sqrt(Abs(0.276*x0**2 + 2.406*x0 - 1.149)),True,0.07102382149500266,False,-2.793*x0*sin(5.384*x0**2) + 4.34*sin(5.384*x0**2)*sqrt(Abs(0.077*x0**2 - 0.473*x0 + 1.62)),7.172112941741943
