,formula,classifier,rel_l2_distance,success,estimated_formula,training_time
0,-0.646*sin(0.489*x0**2 - 0.335) - 1.402*sqrt(Abs(2.005*x0**2 + 0.162*x0 - 2.645)),False,2.0464335839825903e-07,True,-0.646*sin(0.489*x0**2 - 0.335) - 3.158*sqrt(Abs(0.396*x0**2 + 0.032*x0 - 0.522)),337.1210708618164
1,-0.646*sin(0.489*x0**2 - 0.335) - 1.402*sqrt(Abs(2.005*x0**2 + 0.162*x0 - 2.645)),True,7.935041092889198e-08,True,-0.646*sin(0.489*x0**2 - 0.335) - 2.711*sqrt(Abs(0.537*x0**2 + 0.043*x0 - 0.708)),314.8121325969696
2,0.662*x0*sin(2.396*x0**2),False,0.342602124656326,False,0.003*x0**2 - 0.018*x0*sin(-2.395*x0**2 + 0.192*x0 + 7.725) - 0.002*x0*sqrt(Abs(-0.488*x0**2 + 0.034*x0 + 0.032)) + 0.01*x0 + 1.037*sin(-2.395*x0**2 + 0.192*x0 + 7.725)*sqrt(Abs(-0.488*x0**2 + 0.034*x0 + 0.032)) - 0.711*sin(-2.395*x0**2 + 0.192*x0 + 7.725) - 0.068*sqrt(Abs(-0.488*x0**2 + 0.034*x0 + 0.032)) + 0.158,277.50130319595337
3,0.662*x0*sin(2.396*x0**2),True,0.8481928390913961,False,-0.363*x0*sin(2.354*x0**2),82.3262255191803
4,-2.814*x0*sin(1.989*x0**2 - 2.091*x0 + 3.974) + 1.703*sin(1.989*x0**2 - 2.091*x0 + 3.974),False,0.00030769524562694074,False,-2.814*x0*sin(1.989*x0**2 - 2.091*x0 + 3.975) + 1.702*sin(1.989*x0**2 - 2.091*x0 + 3.975) + 0.001*sqrt(Abs(0.117*x0**2 - 0.095*x0 + 0.185)) + 0.001,268.12852931022644
5,-2.814*x0*sin(1.989*x0**2 - 2.091*x0 + 3.974) + 1.703*sin(1.989*x0**2 - 2.091*x0 + 3.974),True,0.6587605671932356,False,-0.435*x0*sin(-1.934*x0**2 + 1.251*x0 + 2.227) - 3.806*sin(-1.934*x0**2 + 1.251*x0 + 2.227)*sqrt(Abs(0.504*x0**2 + 0.671*x0 - 2.737)) + 5.185*sin(-1.934*x0**2 + 1.251*x0 + 2.227),246.69309210777283
6,-4.552*x0 + 4.581*sin(-5.523*x0**2 + 3.47*x0 + 0.942),False,0.10719695327286217,False,0.198*x0*sin(5.348*x0**2 - 0.965*x0 + 0.01) + 0.03*x0*sqrt(Abs(-0.094*x0**2 + 0.019*x0 + 0.584)) - 4.636*x0 + 1.165*sin(5.348*x0**2 - 0.965*x0 + 0.01)*sqrt(Abs(-0.094*x0**2 + 0.019*x0 + 0.584)) - 0.251*sin(5.348*x0**2 - 0.965*x0 + 0.01) + 0.003*sqrt(Abs(-0.094*x0**2 + 0.019*x0 + 0.584)) + 0.027,388.46410036087036
7,-4.552*x0 + 4.581*sin(-5.523*x0**2 + 3.47*x0 + 0.942),True,0.11818858927352525,False,-4.586*x0 + 1.04*sin(1.309*x0**2 + 0.739*x0 + 0.292),306.52373790740967
8,0.944*x0*sin(2.042*x0**2 + 5.451*x0 + 3.97) + 0.548*x0,False,0.5261385193307865,False,0.004*x0**2 - 0.216*x0*sin(1.942*x0**2 + 3.969*x0 + 1.896) + 0.003*x0*sqrt(Abs(-0.154*x0**2 + 0.278*x0 + 1.175)) + 0.552*x0 + 2.099*sin(1.942*x0**2 + 3.969*x0 + 1.896)*sqrt(Abs(-0.154*x0**2 + 0.278*x0 + 1.175)) - 1.532*sin(1.942*x0**2 + 3.969*x0 + 1.896) + 0.038*sqrt(Abs(-0.154*x0**2 + 0.278*x0 + 1.175)) - 0.239,391.79847478866577
9,0.944*x0*sin(2.042*x0**2 + 5.451*x0 + 3.97) + 0.548*x0,True,0.6402565551452566,False,0.531*x0*sin(1.813*x0**2 + 1.907*x0 + 3.363) + 0.56*x0,214.57912421226501
10,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),False,1.0391421088788141e-07,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),585.3355481624603
11,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),True,6.915895814614393e-08,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),411.4866898059845
12,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),False,0.002813284319938829,False,4.771*x0**2,616.0862882137299
13,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),True,0.0028132843219743895,False,4.771*x0**2,330.6983573436737
