,max_deg_input,max_deg_output,max_deg_input_denominator,max_deg_output_denominator,max_deg_output_polynomials_specific,max_deg_output_polynomials_denominator_specific,width,function_names,maximal_potence,maximal_n_functions,maxiter1,maxiter2,target_noise,feature_noise,optimizer,pruning_iterations,pruning_cut_off,classifier,local_minimizer,maxiter_per_dim_local_minimizer,max_dataset_length,lambda_1,repetitions,parallel,n_processes,lambda_1_cut,lambda_1_piecewise,device,accuracy,time_limit,evaluations_limit,iterative_finetuning,max_n_active_parameters,lambda_1_finetuning,dataset,target_formula,estimated_formula,relative_l2_train,relative_l2_val,relative_l2_test,r_squared_val,r_squared_test,success,training_time,n_active_coefficients,n_active_coefficients_reduced,relative_l2_distance_test_reduced,r_squared_test_reduced,r_squared_val_reduced,best_formula_reduced,n_evaluations
0,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_10_19,mom*sqrt(Bx**2+By**2+Bz**2),1.77*x0*sqrt(Abs(0.319*x1**2 + 0.319*x2**2 + 0.319*x3**2)),8.493453194857334e-08,8.886525159440468e-08,8.878115948133212e-08,0.9999999999999919,0.9999999999999921,True,520.259,35,4,8.855872262132204e-08,0.9999999999999921,0.999999999999992,1.77*x0*sqrt(Abs(0.319*x1**2 + 0.319*x2**2 + 0.319*x3**2)),279727
1,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_12_43,n*(h/(2*pi)),0.159*x0*x1,7.55723452091555e-08,7.622648779524741e-08,7.738282825881003e-08,0.9999999999999941,0.999999999999994,True,7.153,13,1,7.738022651451347e-08,0.999999999999994,0.9999999999999942,0.159*x0*x1,7285
2,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_13_18,2*E_n*d**2*k/(h/(2*pi)),12.566*x0*x1**2*x2/x3,9.717140271302406e-08,1.0204332226269341e-07,1.023648574289252e-07,0.9999999999999893,0.9999999999999896,True,49.514,71,2,1.0196320595803863e-07,0.9999999999999896,0.9999999999999895,12.566*x0*x1**2*x2/x3,29959
3,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_14_14,I_0*(exp(q*Volt/(kb*T))-1),1.149*x0*exp((-0.059*x0*x1 - 0.056*x0*x2 + 0.052*x0*x3 + 0.054*x0*x4 - 0.005*x0 + 0.001*x1**2 - 2.069*x1*x2 + 0.004*x1*x3 - 0.002*x3**2 + 1.578*x3*x4 - 0.001*x3 - 0.001*x4**2 - 0.002*x4)/(0.001*x0**2 + 0.002*x0*x1 + 0.005*x0*x2 - 0.02*x0*x3 - 0.018*x0*x4 - 0.014*x0 + 0.097*x1**2 + 0.067*x1*x2 - 0.319*x1*x3 - 0.321*x1*x4 - 0.016*x1 + 0.096*x2**2 - 0.333*x2*x3 - 0.334*x2*x4 + 0.006*x2 + 0.246*x3**2 - 0.652*x3*x4 + 0.005*x3 + 0.251*x4**2 - 0.009*x4 + 0.026)) - 0.006*x1*exp((-0.059*x0*x1 - 0.056*x0*x2 + 0.052*x0*x3 + 0.054*x0*x4 - 0.005*x0 + 0.001*x1**2 - 2.069*x1*x2 + 0.004*x1*x3 - 0.002*x3**2 + 1.578*x3*x4 - 0.001*x3 - 0.001*x4**2 - 0.002*x4)/(0.001*x0**2 + 0.002*x0*x1 + 0.005*x0*x2 - 0.02*x0*x3 - 0.018*x0*x4 - 0.014*x0 + 0.097*x1**2 + 0.067*x1*x2 - 0.319*x1*x3 - 0.321*x1*x4 - 0.016*x1 + 0.096*x2**2 - 0.333*x2*x3 - 0.334*x2*x4 + 0.006*x2 + 0.246*x3**2 - 0.652*x3*x4 + 0.005*x3 + 0.251*x4**2 - 0.009*x4 + 0.026)),0.0021158991713942114,0.0027533805092627116,0.002619705595123048,0.9999932548706413,0.9999931371425949,False,4951.768,48,23,0.0019806894677425746,0.9999960768692324,0.9999959555306372,1.15*x0*exp((-0.022*x1**2 - 2.079*x1*x2 - 0.024*x1 - 0.031*x2**2 + 0.03*x3**2 + 1.586*x3*x4 + 0.029*x4**2)/(0.102*x1**2 + 0.06*x1*x2 - 0.326*x1*x3 - 0.321*x1*x4 - 0.019*x1 + 0.097*x2**2 - 0.326*x2*x3 - 0.325*x2*x4 + 0.235*x3**2 - 0.668*x3*x4 + 0.231*x4**2)) + 0.001*x2*exp((-0.022*x1**2 - 2.079*x1*x2 - 0.024*x1 - 0.031*x2**2 + 0.03*x3**2 + 1.586*x3*x4 + 0.029*x4**2)/(0.102*x1**2 + 0.06*x1*x2 - 0.326*x1*x3 - 0.321*x1*x4 - 0.019*x1 + 0.097*x2**2 - 0.326*x2*x3 - 0.325*x2*x4 + 0.235*x3**2 - 0.668*x3*x4 + 0.231*x4**2)) - 0.001*x3*exp((-0.022*x1**2 - 2.079*x1*x2 - 0.024*x1 - 0.031*x2**2 + 0.03*x3**2 + 1.586*x3*x4 + 0.029*x4**2)/(0.102*x1**2 + 0.06*x1*x2 - 0.326*x1*x3 - 0.321*x1*x4 - 0.019*x1 + 0.097*x2**2 - 0.326*x2*x3 - 0.325*x2*x4 + 0.235*x3**2 - 0.668*x3*x4 + 0.231*x4**2)),805196
4,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_15_12,2*U*(1-cos(k*d)),2.0*x0*cos(1.0*x1*x2 - 3.142) + 2.0*x0,4.086157669831581e-06,4.275419180513315e-06,4.239621693868915e-06,0.9999999999815719,0.9999999999820256,True,571.586,28,9,6.169092995997182e-08,0.9999999999999962,0.9999999999999962,2.0*x0*cos(1.0*x1*x2 - 3.142) + 2.0*x0,279285
5,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_15_14,(h/(2*pi))**2/(2*E_n*d**2),-0.013*x0**2/(0.002*x0**2*x1 - 0.001*x0**2*x2 + 0.001*x0**2 - 0.001*x0*x1**2 + 0.006*x0*x1*x2 - 0.019*x0*x1 - 0.001*x0*x2**2 + 0.005*x0*x2 + 0.005*x0 - 0.001*x1**3 - 0.004*x1**2*x2 + 0.021*x1**2 - 0.999*x1*x2**2 - 0.012*x1*x2 + 0.002*x1 + 0.003*x2**3 - 0.016*x2**2 + 0.018*x2 - 0.001),0.0007466351761440463,0.0009932432388011214,0.0009249407108179211,0.999999065202151,0.9999991444846815,False,3801.894,30,2,1.103038689464165e-07,0.9999999999999878,0.9999999999999886,0.013*x0**2/(x1*x2**2),996393
6,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_15_27,2*pi*alpha/(n*d),6.283*x0/(x1*x2),7.377427581207615e-08,7.178821436090752e-08,7.197169168383512e-08,0.9999999999999948,0.9999999999999948,True,55.077,14,2,7.032097286414838e-08,0.999999999999995,0.9999999999999951,6.283*x0/(x1*x2),35481
7,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_17_37,beta*(1+alpha*cos(theta)),1.0*x0*x1*cos(1.0*x2) + 1.0*x0,5.148668502128223e-08,5.305513674159582e-08,5.313924427818812e-08,0.9999999999999972,0.9999999999999972,True,736.04,34,3,5.281013704899619e-08,0.9999999999999972,0.9999999999999971,1.0*x0*x1*cos(1.0*x2) + 1.0*x0,324968
8,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_19_51,-m*q**4/(2*(4*pi*epsilon)**2*(h/(2*pi))**2)*(1/n**2),-0.076*x0*exp((-0.076*x0**2 + 0.162*x0*x1 + 0.038*x0*x2 + 0.049*x0*x3 + 0.194*x0 - 0.021*x1**2 + 0.074*x1*x2 + 0.161*x1*x3 - 0.067*x1*x4 + 0.901*x1 + 0.056*x2**2 - 0.739*x2*x3 - 0.437*x2*x4 + 0.011*x3**2 - 0.625*x3*x4 + 0.233*x4**2 + 0.004*x4 - 0.104)/(0.055*x0 + 0.179*x1 + 0.318*x2 + 0.366*x3 + 0.207*x4 - 0.829)) - 0.215*x1*exp((-0.076*x0**2 + 0.162*x0*x1 + 0.038*x0*x2 + 0.049*x0*x3 + 0.194*x0 - 0.021*x1**2 + 0.074*x1*x2 + 0.161*x1*x3 - 0.067*x1*x4 + 0.901*x1 + 0.056*x2**2 - 0.739*x2*x3 - 0.437*x2*x4 + 0.011*x3**2 - 0.625*x3*x4 + 0.233*x4**2 + 0.004*x4 - 0.104)/(0.055*x0 + 0.179*x1 + 0.318*x2 + 0.366*x3 + 0.207*x4 - 0.829)) - 0.018*x2*exp((-0.076*x0**2 + 0.162*x0*x1 + 0.038*x0*x2 + 0.049*x0*x3 + 0.194*x0 - 0.021*x1**2 + 0.074*x1*x2 + 0.161*x1*x3 - 0.067*x1*x4 + 0.901*x1 + 0.056*x2**2 - 0.739*x2*x3 - 0.437*x2*x4 + 0.011*x3**2 - 0.625*x3*x4 + 0.233*x4**2 + 0.004*x4 - 0.104)/(0.055*x0 + 0.179*x1 + 0.318*x2 + 0.366*x3 + 0.207*x4 - 0.829)) - 0.092*x3*exp((-0.076*x0**2 + 0.162*x0*x1 + 0.038*x0*x2 + 0.049*x0*x3 + 0.194*x0 - 0.021*x1**2 + 0.074*x1*x2 + 0.161*x1*x3 - 0.067*x1*x4 + 0.901*x1 + 0.056*x2**2 - 0.739*x2*x3 - 0.437*x2*x4 + 0.011*x3**2 - 0.625*x3*x4 + 0.233*x4**2 + 0.004*x4 - 0.104)/(0.055*x0 + 0.179*x1 + 0.318*x2 + 0.366*x3 + 0.207*x4 - 0.829)) + 0.18*x4*exp((-0.076*x0**2 + 0.162*x0*x1 + 0.038*x0*x2 + 0.049*x0*x3 + 0.194*x0 - 0.021*x1**2 + 0.074*x1*x2 + 0.161*x1*x3 - 0.067*x1*x4 + 0.901*x1 + 0.056*x2**2 - 0.739*x2*x3 - 0.437*x2*x4 + 0.011*x3**2 - 0.625*x3*x4 + 0.233*x4**2 + 0.004*x4 - 0.104)/(0.055*x0 + 0.179*x1 + 0.318*x2 + 0.366*x3 + 0.207*x4 - 0.829)) - 0.021*exp((-0.076*x0**2 + 0.162*x0*x1 + 0.038*x0*x2 + 0.049*x0*x3 + 0.194*x0 - 0.021*x1**2 + 0.074*x1*x2 + 0.161*x1*x3 - 0.067*x1*x4 + 0.901*x1 + 0.056*x2**2 - 0.739*x2*x3 - 0.437*x2*x4 + 0.011*x3**2 - 0.625*x3*x4 + 0.233*x4**2 + 0.004*x4 - 0.104)/(0.055*x0 + 0.179*x1 + 0.318*x2 + 0.366*x3 + 0.207*x4 - 0.829)),0.017135958691084856,0.06779435980782096,0.0672944884053056,0.9948352491431746,0.9954714518302682,False,4937.117,33,32,0.056755544751695815,0.9967788081399382,0.996619416410708,0.03*x0*exp((-0.116*x0**2 - 0.112*x0*x1 + 0.198*x0*x2 + 0.265*x0*x3 + 0.291*x0*x4 + 0.843*x0 - 0.273*x1**2 + 0.439*x1*x2 + 0.387*x1*x3 + 0.442*x1*x4 + 1.734*x1 + 0.029*x2**2 - 1.149*x2*x3 - 1.213*x2*x4 + 0.03*x3**2 - 1.313*x3*x4 + 0.256*x3 + 0.042*x4**2 + 0.074*x4 - 0.334)/(-0.016*x0 - 0.118*x1 + 0.556*x2 + 0.565*x3 + 0.597*x4 + 0.027)) - 0.161*x1*exp((-0.116*x0**2 - 0.112*x0*x1 + 0.198*x0*x2 + 0.265*x0*x3 + 0.291*x0*x4 + 0.843*x0 - 0.273*x1**2 + 0.439*x1*x2 + 0.387*x1*x3 + 0.442*x1*x4 + 1.734*x1 + 0.029*x2**2 - 1.149*x2*x3 - 1.213*x2*x4 + 0.03*x3**2 - 1.313*x3*x4 + 0.256*x3 + 0.042*x4**2 + 0.074*x4 - 0.334)/(-0.016*x0 - 0.118*x1 + 0.556*x2 + 0.565*x3 + 0.597*x4 + 0.027)) + 0.013*x2*exp((-0.116*x0**2 - 0.112*x0*x1 + 0.198*x0*x2 + 0.265*x0*x3 + 0.291*x0*x4 + 0.843*x0 - 0.273*x1**2 + 0.439*x1*x2 + 0.387*x1*x3 + 0.442*x1*x4 + 1.734*x1 + 0.029*x2**2 - 1.149*x2*x3 - 1.213*x2*x4 + 0.03*x3**2 - 1.313*x3*x4 + 0.256*x3 + 0.042*x4**2 + 0.074*x4 - 0.334)/(-0.016*x0 - 0.118*x1 + 0.556*x2 + 0.565*x3 + 0.597*x4 + 0.027)) + 0.029*x3*exp((-0.116*x0**2 - 0.112*x0*x1 + 0.198*x0*x2 + 0.265*x0*x3 + 0.291*x0*x4 + 0.843*x0 - 0.273*x1**2 + 0.439*x1*x2 + 0.387*x1*x3 + 0.442*x1*x4 + 1.734*x1 + 0.029*x2**2 - 1.149*x2*x3 - 1.213*x2*x4 + 0.03*x3**2 - 1.313*x3*x4 + 0.256*x3 + 0.042*x4**2 + 0.074*x4 - 0.334)/(-0.016*x0 - 0.118*x1 + 0.556*x2 + 0.565*x3 + 0.597*x4 + 0.027)) + 0.033*x4*exp((-0.116*x0**2 - 0.112*x0*x1 + 0.198*x0*x2 + 0.265*x0*x3 + 0.291*x0*x4 + 0.843*x0 - 0.273*x1**2 + 0.439*x1*x2 + 0.387*x1*x3 + 0.442*x1*x4 + 1.734*x1 + 0.029*x2**2 - 1.149*x2*x3 - 1.213*x2*x4 + 0.03*x3**2 - 1.313*x3*x4 + 0.256*x3 + 0.042*x4**2 + 0.074*x4 - 0.334)/(-0.016*x0 - 0.118*x1 + 0.556*x2 + 0.565*x3 + 0.597*x4 + 0.027)) - 0.088*exp((-0.116*x0**2 - 0.112*x0*x1 + 0.198*x0*x2 + 0.265*x0*x3 + 0.291*x0*x4 + 0.843*x0 - 0.273*x1**2 + 0.439*x1*x2 + 0.387*x1*x3 + 0.442*x1*x4 + 1.734*x1 + 0.029*x2**2 - 1.149*x2*x3 - 1.213*x2*x4 + 0.03*x3**2 - 1.313*x3*x4 + 0.256*x3 + 0.042*x4**2 + 0.074*x4 - 0.334)/(-0.016*x0 - 0.118*x1 + 0.556*x2 + 0.565*x3 + 0.597*x4 + 0.027)),766031
9,2,4,2,3,"[1, 1, 1]","[1, 1, 1]",1,"['sqrt', 'cos', 'exp']",3,1,200,0,0.0,0.0,basinhopping,1,0.01,,BFGS,100,1000,0.001,1,False,4,0,0.0,cpu,0.0001,4800,1000000,True,10,1e-05,feynman_III_21_20,-rho_c_0*q*A_vec/m,-1.0*x0*x1*x2/x3,7.391096620472486e-08,7.86240596131334e-08,7.894450332687066e-08,0.9999999999999938,0.9999999999999938,True,48.773,40,2,7.884938476813159e-08,0.9999999999999938,0.999999999999994,-1.0*x0*x1*x2/x3,28001
